Body name,Body,"Request ref","Request summary","Receipt date","Complete date","Derived working days","Outcome","Service area"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102282","Road maintenance spend - mid year budget/actual spend/major schemes accepted/refused for last 5 years.",23/02/2010 00:00:00,23/03/2010 00:00:00,20,"Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102285","Number of children arriving without parent/guaridan seeking asylum/placed with carers/cost of caring/list of originating countries 2007/2009",24/02/2010 00:00:00,11/03/2010 00:00:00,11,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102288","Questions on job cuts during current squeeze on public spending.",24/02/2010 00:00:00,24/03/2010 00:00:00,20,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102284","Response to a complaint.  Applicant wants to know source of information received.",24/02/2010 00:00:00,26/02/2010 00:00:00,2,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102286","Various questions on Redbridge Life.",24/02/2010 00:00:00,26/03/2010 00:00:00,22,"Information Provided","Corporate Communications (Customer Service & Performance)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102287","Various questions on housing benefit claims.",25/02/2010 00:00:00,03/03/2010 00:00:00,4,"Information Provided","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102289","Does Council have a contract with Tribal Group for school improvement/services/further education consultancy and management/curriculum support",25/02/2010 00:00:00,03/03/2010 00:00:00,4,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102303","Various questions on Local Land Charges Register and the provision of answers to local enquiries",26/02/2010 00:00:00,04/03/2010 00:00:00,4,"Information Provided","Legal & Constitutional Services (Borough Secretary and Solicitor)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102291","Planning vision for the future of the planning system - information required by student.",26/02/2010 00:00:00,05/03/2010 00:00:00,5,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102292","Promoting public participation within the planning system.",26/02/2010 00:00:00,05/03/2010 00:00:00,5,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102295","Questions on credit card surcharges.",26/02/2010 00:00:00,10/03/2010 00:00:00,8,"Information Provided","Financial Services (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102294","Various questions of income received by the council on fines.",26/02/2010 00:00:00,09/04/2010 00:00:00,28,"Partial Information Provided","Cleansing & Direct Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102293","Income from court costs relating to liability orders.",26/02/2010 00:00:00,23/03/2010 00:00:00,17,"Information already available elsewhere","Payments & Benefits (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102309","Under the Freedom of Information Act, could you provide me with all planning application (in London Borough of Redbridge) for an extension during the period of 2009 to present.  Previous granted scheme: put in plain words why my previous plans was granted yet the same plans are refused?",26/02/2010 00:00:00,23/03/2010 00:00:00,17,"Information Provided","Planning and Regeneration (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102290","Lots of questions on ICT",26/02/2010 00:00:00,31/03/2010 00:00:00,23,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102296","Various questions on council website redesigns",27/02/2010 00:00:00,30/03/2010 00:00:00,21,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102301","Various questions regarding placement of elderly persons into care.",01/03/2010 00:00:00,13/04/2010 00:00:00,29,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102300","S47 investigations/interviews/joint social worker/police/police alone/social worker alone.",01/03/2010 00:00:00,09/06/2010 00:00:00,68,"Refused","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102299","Non geographical phone numbers i.e. 08/09 - how many/how much income etc.,",01/03/2010 00:00:00,11/05/2010 00:00:00,48,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102297","Minutes orf meeting held by Transition Steering Group".",01/03/2010 00:00:00,03/03/2010 00:00:00,2,"Information Provided","Childrens Trust (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102298","50 employed/contracted emplooyes who earned the most/name/earnings/basic salary/bonuses etc.,",01/03/2010 00:00:00,,0,"","Human Resources (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102307","How many teachers in primary and secondary schools are known to be BNP members/which schools/teaching practices re BME pupils etc.,",02/03/2010 00:00:00,01/04/2010 00:00:00,22,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102302","Request for spreadsheet of premises names and addresses and opening times for those with a licence to sell alcohol afetr 11 p.m.",02/03/2010 00:00:00,05/03/2010 00:00:00,3,"Information already available elsewhere","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102304","Who is owner of private land in Frinton Mews, Gants Hill/clamping company Securak are they allowed to operate",02/03/2010 00:00:00,07/06/2010 00:00:00,65,"Information Provided","Property & Building Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102310","Various questions on Education IT expenditure.",02/03/2010 00:00:00,22/04/2010 00:00:00,35,"Information Provided","Childrens Services (Childrens Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102319","FOIA request for details of any estates that have been referred to the Bona Vacantia division of the Treasury Solicitors Department since 1st September 2009.",02/03/2010 00:00:00,19/03/2010 00:00:00,13,"Information Provided","Adult Social Services (Adult Social Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102305","Information on consideration of request ref RFI 102217.",02/03/2010 00:00:00,31/03/2010 00:00:00,21,"Refused","Redbridge Homes (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102308","How many parking tickets issues between 08.30/09.10 at locations within a block of a primary school/council policy to target schools for parking violations etc.,",02/03/2010 00:00:00,26/03/2010 00:00:00,18,"Partial Information Provided","Highways and Engineering Services (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102313","Request for housing policy documents",03/03/2010 00:00:00,30/03/2010 00:00:00,19,"Information Provided","Housing (Housing & Community Services)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102312","Copy of current premises licence database.",03/03/2010 00:00:00,05/03/2010 00:00:00,2,"Information already available elsewhere","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102311","Various questions on Environmental Protection permits/Pollution Prevention/Enforcements and prosecutions to authorisations",03/03/2010 00:00:00,03/03/2010 00:00:00,0,"Cancelled - duplicate","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102317","Request for information on address in Redbridge",04/03/2010 00:00:00,09/03/2010 00:00:00,3,"Withdrawn","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102316","Information on complaints about haunting or ghosts in buildings owned or managed by the Council.",04/03/2010 00:00:00,19/03/2010 00:00:00,11,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102314","Information on Trading standards and european regulations.",04/03/2010 00:00:00,12/03/2010 00:00:00,6,"Information Provided","Community Safety (Environment & Regeneration)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102318","questions regarding Regulation of Investigatory Powers Act 2000 (RIPA)",04/03/2010 00:00:00,12/04/2010 00:00:00,25,"Information Provided","Corporate request"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102315","Request for information on ICT services and software",04/03/2010 00:00:00,17/04/2010 00:00:00,30,"Information Provided","Information & Communication Technology (Finance and Resources)"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","RFI-102324","Unlicensed Plying for Hire by Private Hire Drivers  Town Police Clauses Act 1845  Please could you provide information relating to the above.  Specifically, I would like to know the number of successful prosecutions your Council has taken for illegal plying for hire / no insurance for each of the last five years ( January to December, 2005 - 2009 ).  The information is required for benchmark purposes prior to preparing a report I have been asked to submit.",05/03/2010 00:00:00,18/03/2010 00:00:00,9,"Information not held","Community Safety (Environment & Regeneration)"
